audit_id,source_id,source_location,sku_original,nome_original,nome_publico_atual,campo_interno_marca,marca_publicamente_exposta,categoria_original,familia_provisoria,variacao,medida,capacidade,unidade,aplicacao_confirmada,segmento_confirmado,imagem_encontrada,imagem_id,dados_completos,duplicidade_suspeita,divergencia,nivel_confianca,publicar_no_futuro,requer_revisao,observacoes
PROD-0155,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p7 pdf-complementar p9 csv,TB004,TUBULAÇÃO PU CRISTAL,TUBULAÇÃO PU CRISTAL,,NAO_OBSERVADA,TUBOS,TB,6 MM,6 MM,,MT,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0035,IMG-0098",SIM,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0156,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p7 pdf-complementar p9 csv,TB005,TUBULAÇÃO SILICONE 8 MM,TUBULAÇÃO SILICONE 8 MM,,NAO_OBSERVADA,TUBOS,TB,,,,MT,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0036,IMG-0171",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0157,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p7 pdf-complementar p9 csv,TB007,TUBULAÇÃO PU CRISTAL,TUBULAÇÃO PU CRISTAL,,NAO_OBSERVADA,TUBOS,TB,12 MM,12 MM,,MT,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0099,SIM,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0158,S-02/CSV|S-03/PDF-publicado,pdf-publicado p7 csv,TE001,TERMÔMETRO DIGITAL PARA VACINA,TERMÔMETRO DIGITAL PARA VACINA,,NAO_OBSERVADA,TERMÔMETROS,TE,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0037,IMG-0100,IMG-0172",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0159,S-02/CSV|S-03/PDF-publicado,pdf-publicado p7 csv,TE002,TERMÔMETRO DIGITAL AMBIENTE,TERMÔMETRO DIGITAL AMBIENTE,,NAO_OBSERVADA,TERMÔMETROS,TE,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0173,NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0160,S-02/CSV, csv,TE003,TERMÔMETRO PARA AVES,TERMÔMETRO PARA AVES,,NAO_OBSERVADA,TERMÔMETROS,TE,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0038,IMG-0174",NAO,NAO,NAO,MEDIA,CANDIDATO,SIM,
PROD-0161,S-02/CSV, csv,TE004,TERMÔMETRO TIPO ESPETO PARA AVES,TERMÔMETRO TIPO ESPETO PARA AVES,,NAO_OBSERVADA,TERMÔMETROS,TE,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0039,IMG-0175",NAO,NAO,NAO,MEDIA,CANDIDATO,SIM,
PROD-0162,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,VR001,FITA TESTE DE AMÔNIA C/ 50 FITAS,FITA TESTE DE AMÔNIA C/ 50 FITAS,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0040,IMG-0101,IMG-0176",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0163,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,VR002,EQUIPO MACROGOTAS INTRAVENOSO,EQUIPO MACROGOTAS INTRAVENOSO,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0041,IMG-0102,IMG-0177",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0164,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,VR003,ESTOJO DE TESTES PH E CL,ESTOJO DE TESTES PH E CL,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0042,IMG-0103,IMG-0178",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0165,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,VR004,FITA TESTE CLORO - 100 UN,FITA TESTE CLORO - 100 UN,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0043,IMG-0104,IMG-0179",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0166,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,VR005,SORO FISIOLOGICO 500ML,SORO FISIOLOGICO 500ML,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0044,IMG-0105,IMG-0180",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0167,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,VR006,GAZE 11 FIOS,GAZE 11 FIOS,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0045,IMG-0106,IMG-0181",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0168,S-02/CSV|S-03/PDF-publicado,pdf-publicado p10 csv,VR007,NIPLE BEBEDOURO MEDIA VAZÃO,NIPLE BEBEDOURO MEDIA VAZÃO,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0182,NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0169,S-02/CSV|S-03/PDF-publicado,pdf-publicado p10 csv,VR008,EQUIPO VETERINÁRIO ENDOVENOSAS,EQUIPO VETERINÁRIO ENDOVENOSAS,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0046,IMG-0107,IMG-0183",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0170,S-02/CSV|S-03/PDF-publicado,pdf-publicado p10 csv,VR009,ÁLCOOL SWAB 70% - 100 UN,ÁLCOOL SWAB 70% - 100 UN,,NAO_OBSERVADA,OUTROS,VR,,,,CX,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0047,IMG-0108,IMG-0184",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0171,S-02/CSV|S-03/PDF-publicado,pdf-publicado p10 csv,VR010,CONTADOR MANUAL PARA AVES,CONTADOR MANUAL PARA AVES,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0109,IMG-0185",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0172,S-02/CSV, csv,VR011,PHMETRO COM MEDIDOR DE TEMPERATURA,PHMETRO COM MEDIDOR DE TEMPERATURA,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0048,IMG-0186",NAO,NAO,NAO,MEDIA,CANDIDATO,SIM,
PROD-0173,S-02/CSV, csv,VR012,LANTERNA PARA OVOSCOPIA,LANTERNA PARA OVOSCOPIA,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0049,IMG-0187",NAO,NAO,NAO,MEDIA,CANDIDATO,SIM,
PROD-0174,S-02/CSV, csv,VR013,CÂMERA TERMOGRAFICA PARA AVES,CÂMERA TERMOGRAFICA PARA AVES,,NAO_OBSERVADA,OUTROS,VR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0050,IMG-0188",NAO,NAO,NAO,MEDIA,CANDIDATO,SIM,
